patch_id,s1_name,split,tile,row,col,labels
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_29,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_8_29,train,T35ULA,8,29,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_30,S1B_IW_GRDH_1SDV_20170807T044243_35ULA_8_30,train,T35ULA,8,30,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_31,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_31,train,T35ULA,8,31,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_32,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_32,train,T35ULA,8,32,"Arable land|Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_34,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_34,train,T35ULA,8,34,"Arable land|Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_35,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_35,train,T35ULA,8,35,"Arable land|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_36,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_36,train,T35ULA,8,36,"Arable land|Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_37,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_37,train,T35ULA,8,37,"Arable land|Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_38,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_38,train,T35ULA,8,38,Arable land|Complex cultivation patterns|Coniferous forest|Inland waters|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_39,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_39,train,T35ULA,8,39,Arable land|Complex cultivation patterns|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_40,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_40,train,T35ULA,8,40,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_41,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_41,train,T35ULA,8,41,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_42,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_42,train,T35ULA,8,42,"Arable land|Complex cultivation patterns|Coniferous forest|Inland waters|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_43,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_43,train,T35ULA,8,43,"Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_44,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_44,train,T35ULA,8,44,"Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_45,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_45,train,T35ULA,8,45,"Broad-leaved forest|Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_46,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_46,train,T35ULA,8,46,Broad-leaved forest|Coniferous forest|Inland waters|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_47,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_47,train,T35ULA,8,47,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_48,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_48,train,T35ULA,8,48,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_49,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_49,train,T35ULA,8,49,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_50,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_50,train,T35ULA,8,50,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_51,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_51,train,T35ULA,8,51,"Arable land|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_52,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_52,train,T35ULA,8,52,"Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_53,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_53,train,T35ULA,8,53,"Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_54,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_54,train,T35ULA,8,54,Coniferous forest|Industrial or commercial units|Mixed forest|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_55,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_55,train,T35ULA,8,55,Coniferous forest|Industrial or commercial units|Mixed forest|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_56,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_56,train,T35ULA,8,56,Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Inland waters|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_58,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_58,train,T35ULA,8,58,"Broad-leaved forest|Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_59,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_59,train,T35ULA,8,59,"Broad-leaved forest|Coniferous forest|Mixed forest|Natural grassland and sparsely vegetated areas|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_60,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_60,train,T35ULA,8,60,"Coniferous forest|Inland waters|Mixed forest|Natural grassland and sparsely vegetated areas|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_61,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_61,train,T35ULA,8,61,"Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_62,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_62,train,T35ULA,8,62,Complex cultivation patterns|Coniferous forest|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_63,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_63,train,T35ULA,8,63,"Complex cultivation patterns|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_64,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_64,train,T35ULA,8,64,"Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_65,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_65,train,T35ULA,8,65,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_66,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_66,train,T35ULA,8,66,Complex cultivation patterns|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_67,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_67,train,T35ULA,8,67,"Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_68,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_68,train,T35ULA,8,68,"Broad-leaved forest|Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_69,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_69,train,T35ULA,8,69,"Broad-leaved forest|Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_70,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_70,train,T35ULA,8,70,"Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_71,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_71,train,T35ULA,8,71,Broad-leaved forest|Complex cultivation patterns|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_72,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_72,train,T35ULA,8,72,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_73,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_73,train,T35ULA,8,73,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_74,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_74,train,T35ULA,8,74,"Coniferous forest|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_75,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_75,train,T35ULA,8,75,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_76,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_76,train,T35ULA,8,76,"Coniferous forest|Inland waters|Inland wetlands|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_77,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_77,train,T35ULA,8,77,"Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_78,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_78,train,T35ULA,8,78,Coniferous forest|Inland waters|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_79,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_79,train,T35ULA,8,79,Arable land|Complex cultivation patterns|Coniferous forest|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_80,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_80,train,T35ULA,8,80,Arable land|Complex cultivation patterns|Coniferous forest|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_81,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_81,train,T35ULA,8,81,Arable land|Complex cultivation patterns|Coniferous forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_82,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_82,train,T35ULA,8,82,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_83,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_83,train,T35ULA,8,83,Arable land|Complex cultivation patterns|Coniferous forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_84,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_84,train,T35ULA,8,84,Arable land|Complex cultivation patterns|Coniferous forest|Pastures|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_85,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_85,train,T35ULA,8,85,Arable land|Complex cultivation patterns|Coniferous forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_86,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_86,train,T35ULA,8,86,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_87,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_87,train,T35ULA,8,87,"Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_88,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_88,train,T35ULA,8,88,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_89,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_89,train,T35ULA,8,89,Coniferous forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_08_90,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_8_90,train,T35ULA,8,90,"Complex cultivation patterns|Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_00,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_0,train,T35ULA,9,0,Arable land|Complex cultivation patterns|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_01,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_1,train,T35ULA,9,1,"Complex cultivation patterns|Coniferous forest|Industrial or commercial units|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_02,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_2,train,T35ULA,9,2,"Arable land|Complex cultivation patterns|Coniferous forest|Industrial or commercial units|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_03,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_3,train,T35ULA,9,3,Complex cultivation patterns|Coniferous forest|Industrial or commercial units|Inland waters|Mixed forest|Pastures|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_04,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_4,train,T35ULA,9,4,"Broad-leaved forest|Coniferous forest|Industrial or commercial units|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_06,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_6,train,T35ULA,9,6,Complex cultivation patterns|Mixed forest|Pastures
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_07,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_7,train,T35ULA,9,7,"Complex cultivation patterns|Coniferous forest|Industrial or commercial units|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_08,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_8,train,T35ULA,9,8,Industrial or commercial units|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_09,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_9,train,T35ULA,9,9,Broad-leaved forest|Industrial or commercial units|Inland waters|Mixed forest|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_10,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_10,train,T35ULA,9,10,Inland waters|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_12,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_12,train,T35ULA,9,12,Complex cultivation patterns|Coniferous forest|Inland waters|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_13,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_13,train,T35ULA,9,13,"Complex cultivation patterns|Coniferous forest|Mixed forest|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_14,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_14,train,T35ULA,9,14,"Arable land|Complex cultivation patterns|Coniferous forest|Mixed forest|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_15,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_15,train,T35ULA,9,15,"Arable land|Coniferous forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_16,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_16,train,T35ULA,9,16,"Coniferous forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_17,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_17,train,T35ULA,9,17,"Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_18,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_18,train,T35ULA,9,18,"Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_19,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_19,train,T35ULA,9,19,"Arable land|Complex cultivation patterns|Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_20,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_20,train,T35ULA,9,20,Arable land|Complex cultivation patterns|Coniferous forest|Mixed forest|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_21,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_21,train,T35ULA,9,21,Arable land|Complex cultivation patterns
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_22,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_22,train,T35ULA,9,22,Arable land|Complex cultivation patterns
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_23,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_23,train,T35ULA,9,23,Arable land|Broad-leaved forest|Complex cultivation patterns
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_24,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_24,train,T35ULA,9,24,"Arable land|Broad-leaved forest|Complex cultivation patterns|Permanent crops|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_25,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_25,train,T35ULA,9,25,"Arable land|Complex cultivation patterns|Permanent crops|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_26,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_26,train,T35ULA,9,26,Arable land|Broad-leaved forest|Complex cultivation patterns|Industrial or commercial units|Permanent crops|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_27,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_27,train,T35ULA,9,27,"Arable land|Broad-leaved forest|Complex cultivation patterns|Industrial or commercial units|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_28,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_28,train,T35ULA,9,28,"Arable land|Broad-leaved forest|Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_29,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_9_29,train,T35ULA,9,29,"Arable land|Complex cultivation patterns|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_30,S1B_IW_GRDH_1SDV_20170807T044243_35ULA_9_30,train,T35ULA,9,30,"Arable land|Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_31,S1B_IW_GRDH_1SDV_20170807T044243_35ULA_9_31,train,T35ULA,9,31,"Arable land|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_32,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_32,train,T35ULA,9,32,"Arable land|Broad-leaved forest|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_33,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_33,train,T35ULA,9,33,"Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_34,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_34,train,T35ULA,9,34,"Arable land|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_35,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_35,train,T35ULA,9,35,"Arable land|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_36,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_36,train,T35ULA,9,36,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_37,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_37,train,T35ULA,9,37,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_38,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_38,train,T35ULA,9,38,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_39,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_39,train,T35ULA,9,39,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_40,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_40,train,T35ULA,9,40,Arable land|Complex cultivation patterns|Urban fabric
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_41,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_41,train,T35ULA,9,41,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_42,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_42,train,T35ULA,9,42,"Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_43,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_43,train,T35ULA,9,43,"Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_44,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_44,train,T35ULA,9,44,"Broad-leaved forest|Coniferous forest|Mixed forest|Transitional woodland, shrub"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_45,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_45,train,T35ULA,9,45,Broad-leaved forest|Coniferous forest|Inland waters|Mixed forest
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_46,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_46,train,T35ULA,9,46,"Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Inland waters|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_47,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_47,train,T35ULA,9,47,"Arable land|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_48,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_48,train,T35ULA,9,48,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_49,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_49,train,T35ULA,9,49,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Pastures|Urban fabric"
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_09_50,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_9_50,train,T35ULA,9,50,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
